Entity,Code,Year,Agriculture,Land-use change and forestry,Waste,Industry,Manufacturing and construction,Transport,Electricity and heat,Buildings,Fugitive emissions,Other fuel combustion,Aviation and shipping
Finland,FIN,1998,6559999.942779541,-31049999.237060547,4179999.828338623,2289999.9618530273,13710000.038146973,12159999.84741211,24290000.915527344,6159999.847412109,79999.99821186066,1789999.9618530273,2670000.0762939453
Finland,FIN,1999,6500000,-30870000.8392334,4090000.1525878906,2390000.104904175,13100000.381469727,12479999.542236328,24719999.313354492,5300000.190734863,70000.00029802322,1720000.0286102295,2849999.9046325684
Finland,FIN,2000,6480000.019073486,-30659999.84741211,3849999.9046325684,2579999.9237060547,11270000.457763672,12039999.961853027,26190000.534057617,3900000.0953674316,59999.99865889549,2490000.009536743,3180000.066757202
Finland,FIN,2001,6369999.885559082,-15300000.190734863,3690000.057220459,2559999.942779541,11180000.305175781,12189999.5803833,31469999.313354492,4159999.8474121094,79999.99821186066,2940000.057220459,2900000.0953674316
Finland,FIN,2002,6480000.019073486,-15229999.542236328,3430000.066757202,2660000.0858306885,10810000.4196167,12369999.885559082,34290000.915527344,4099999.9046325684,59999.99865889549,2799999.952316284,3119999.885559082
Finland,FIN,2003,6340000.152587891,-15180000.305175781,3230000.0190734863,2779999.9713897705,10489999.771118164,12579999.923706055,42509998.3215332,4019999.9809265137,70000.00029802322,3130000.114440918,3140000.104904175
Finland,FIN,2004,6329999.923706055,-15020000.457763672,3069999.933242798,3019999.9809265137,10579999.923706055,12920000.076293945,38619998.931884766,3910000.0858306885,59999.99865889549,2619999.885559082,2910000.0858306885
Finland,FIN,2005,6449999.809265137,-14989999.771118164,2829999.9237060547,3250000,10039999.961853027,12939999.5803833,27049999.237060547,3769999.9809265137,70000.00029802322,2509999.990463257,2880000.114440918
Finland,FIN,2006,6199999.809265137,-14970000.267028809,2910000.0858306885,3170000.0762939453,10090000.15258789,13130000.114440918,38689998.626708984,3759999.990463257,59999.99865889549,2309999.942779541,3190000.057220459
Finland,FIN,2007,6320000.171661377,-14949999.809265137,2789999.9618530273,3299999.952316284,9729999.542236328,13470000.267028809,36689998.626708984,3630000.114440918,59999.99865889549,2480000.0190734863,3079999.9237060547
Finland,FIN,2008,6559999.942779541,-14920000.076293945,2680000.066757202,3529999.9713897705,9289999.961853027,12840000.15258789,29969999.313354492,2980000.0190734863,59999.99865889549,2460000.0381469727,3039999.9618530273
Finland,FIN,2009,6230000.019073486,-14869999.885559082,2579999.9237060547,2569999.933242798,7730000.019073486,12279999.732971191,29819999.69482422,3099999.9046325684,50000.00074505806,2319999.933242798,2329999.9237060547
Finland,FIN,2010,6420000.076293945,-14829999.923706055,2569999.933242798,2130000.114440918,9319999.694824219,12789999.961853027,35709999.084472656,3640000.104904175,50000.00074505806,2190000.057220459,2289999.9618530273
Finland,FIN,2011,6000000,-54680000.30517578,2500000,2140000.104904175,8680000.305175781,12619999.885559082,29819999.69482422,2950000.047683716,39999.99910593033,2029999.9713897705,2549999.952316284
Finland,FIN,2012,5989999.771118164,-54650001.525878906,2450000.047683716,2140000.104904175,7920000.076293945,12310000.4196167,24959999.084472656,3150000.0953674316,39999.99910593033,2150000.0953674316,2240000.009536743
Finland,FIN,2013,6019999.980926514,-54650001.525878906,2329999.9237060547,2190000.057220459,7760000.228881836,12159999.84741211,26469999.313354492,2819999.933242798,39999.99910593033,2079999.9237060547,2319999.933242798
Finland,FIN,2014,6090000.152587891,-54619998.931884766,2200000.047683716,2170000.0762939453,7750000,11079999.923706055,23709999.084472656,2769999.9809265137,29999.999329447746,2029999.9713897705,2190000.057220459
Finland,FIN,2015,6039999.961853027,-54619998.931884766,2150000.0953674316,2190000.057220459,7599999.904632568,11069999.694824219,20690000.534057617,2529999.9713897705,39999.99910593033,2049999.9523162842,2869999.885559082
Finland,FIN,2016,6000000,6619999.885559082,2019999.9809265137,2220000.0286102295,7699999.809265137,12220000.267028809,22079999.923706055,2680000.066757202,29999.999329447746,2069999.9332427979,2849999.9046325684
Finland,FIN,2017,5929999.828338623,6699999.809265137,1950000.0476837158,2170000.0762939453,7619999.885559082,11659999.84741211,20209999.084472656,2569999.933242798,29999.999329447746,2000000,3180000.066757202
Finland,FIN,2018,5849999.904632568,6940000.057220459,1879999.9952316284,2069999.9332427979,8029999.732971191,11859999.656677246,21409999.84741211,2460000.0381469727,29999.999329447746,1899999.976158142,3380000.114440918
Finland,FIN,2019,5880000.114440918,6940000.057220459,1820000.0524520874,1950000.0476837158,7269999.980926514,11470000.267028809,18739999.771118164,2359999.895095825,29999.999329447746,1940000.057220459,3599999.9046325684
France,FRA,1990,86730003.3569336,-24829999.923706055,15060000.4196167,39259998.3215332,60880001.068115234,116209999.08447266,75160003.66210938,89269996.6430664,2099999.9046325684,11189999.5803833,17440000.534057617
France,FRA,1991,85760002.13623047,-24799999.237060547,15729999.542236328,38810001.373291016,61319999.69482422,119879997.25341797,86230003.3569336,99489997.86376953,2269999.9809265137,11430000.305175781,16930000.30517578
France,FRA,1992,81790000.91552734,-24799999.237060547,16479999.542236328,38669998.16894531,61700000.76293945,122419998.16894531,74610000.61035156,96839996.33789062,2250000,11569999.694824219,18000000
France,FRA,1993,81230003.3569336,-24799999.237060547,17270000.457763672,38049999.23706055,57779998.779296875,123550003.05175781,61740001.6784668,93639999.38964844,2289999.9618530273,11800000.190734863,17920000.076293945
France,FRA,1994,81739997.86376953,-24799999.237060547,17750000,37180000.30517578,57490001.6784668,124400001.5258789,61630001.068115234,87680000.30517578,2259999.990463257,11529999.732971191,17719999.313354492
France,FRA,1995,82279998.77929688,-24799999.237060547,18229999.542236328,36759998.3215332,59680000.30517578,125349998.4741211,66569999.69482422,87639999.38964844,2299999.952316284,11550000.190734863,18510000.228881836
France,FRA,1996,83470001.22070312,-24850000.381469727,18620000.8392334,38680000.30517578,62939998.626708984,125120002.74658203,70330001.83105469,96800003.05175781,2359999.895095825,11800000.190734863,19639999.389648438
France,FRA,1997,82580001.83105469,-24860000.610351562,18979999.542236328,38900001.525878906,61930000.30517578,127690002.44140625,65809997.55859375,90930000.30517578,2220000.0286102295,11729999.542236328,20639999.389648438
France,FRA,1998,82330001.83105469,-24860000.610351562,19559999.465942383,32990001.678466797,58770000.45776367,132250000,80440002.44140625,94400001.5258789,2240000.009536743,13850000.381469727,22239999.771118164
France,FRA,1999,82419998.16894531,-24889999.389648438,19920000.076293945,29430000.30517578,56900001.525878906,132619995.1171875,74529998.77929688,95680000.30517578,2250000,13880000.114440918,23579999.923706055
France,FRA,2000,83650001.5258789,-24889999.389648438,20219999.313354492,28370000.8392334,55720001.220703125,135610000.61035156,77580001.83105469,88709999.08447266,2289999.9618530273,13890000.343322754,24430000.30517578
France,FRA,2001,83669998.16894531,-66290000.915527344,20469999.313354492,29620000.8392334,59619998.931884766,137330001.8310547,70180000.30517578,93750000,2359999.895095825,14199999.809265137,22879999.1607666
France,FRA,2002,81389999.38964844,-66330001.83105469,20629999.1607666,30760000.228881836,57419998.16894531,137229995.72753906,72930000.30517578,87180000.30517578,2349999.9046325684,14380000.114440918,22700000.762939453
France,FRA,2003,79699996.94824219,-66339996.337890625,20649999.618530273,31620000.8392334,56889999.38964844,135830001.8310547,75610000.61035156,92190002.44140625,2430000.066757202,14550000.190734863,23229999.542236328
France,FRA,2004,79419998.16894531,-66459999.084472656,20500000,29700000.762939453,53349998.474121094,136050003.0517578,75279998.77929688,95980003.3569336,2440000.057220459,15029999.732971191,25329999.923706055
France,FRA,2005,77849998.4741211,-66440002.44140625,20239999.771118164,30059999.465942383,55400001.525878906,133759994.50683594,81309997.55859375,93349998.4741211,2480000.0190734863,14590000.15258789,24739999.771118164
France,FRA,2006,77500000,-66470001.220703125,20049999.237060547,30430000.30517578,55080001.83105469,134080001.83105469,77129997.25341797,88339996.33789062,2390000.104904175,14210000.038146973,25809999.465942383
France,FRA,2007,79239997.86376953,-66480003.356933594,19819999.69482422,31049999.237060547,54279998.779296875,133360000.61035156,78879997.25341797,79699996.94824219,2329999.9237060547,13810000.4196167,26659999.84741211
France,FRA,2008,78230003.3569336,-66470001.220703125,19600000.381469727,30229999.542236328,52770000.45776367,127440002.44140625,75370002.74658203,86360000.61035156,2359999.895095825,14090000.15258789,25639999.389648438
France,FRA,2009,76209999.08447266,-66459999.084472656,19040000.915527344,28170000.076293945,41470001.220703125,126050003.05175781,73160003.66210938,88389999.38964844,2269999.9809265137,13909999.84741211,24030000.686645508
France,FRA,2010,76279998.77929688,-66480003.356933594,19100000.381469727,27690000.534057617,45340000.15258789,126349998.4741211,74849998.4741211,87089996.33789062,2450000.047683716,13479999.542236328,24120000.8392334
France,FRA,2011,74199996.94824219,-61090000.15258789,18559999.465942383,28079999.923706055,50880001.068115234,131690002.44140625,64989997.86376953,72489997.86376953,2079999.9237060547,13729999.542236328,24940000.534057617
France,FRA,2012,74610000.61035156,-61040000.915527344,17920000.076293945,27620000.8392334,48369998.931884766,130630004.8828125,66790000.915527344,79400001.5258789,2119999.885559082,12850000.381469727,24020000.457763672
France,FRA,2013,75650001.5258789,-61099998.474121094,17420000.076293945,27440000.534057617,49450000.76293945,129559997.55859375,63979999.54223633,82319999.69482422,2140000.104904175,13310000.4196167,23209999.084472656
France,FRA,2014,76069999.69482422,-61090000.15258789,16860000.610351562,27079999.923706055,46819999.69482422,129770004.27246094,49889999.38964844,66269996.643066406,1830000.0429153442,13170000.076293945,22260000.228881836
France,FRA,2015,76819999.69482422,-61099998.474121094,15979999.542236328,26819999.69482422,45250000,131039993.28613281,52970001.220703125,69459999.08447266,1950000.0476837158,12920000.076293945,22510000.228881836
France,FRA,2016,75059997.55859375,-61979999.54223633,14960000.038146973,27010000.228881836,47150001.525878906,131580001.83105469,53740001.6784668,70459999.08447266,2079999.9237060547,11569999.694824219,21950000.762939453
France,FRA,2017,75269996.6430664,-61919998.16894531,14869999.885559082,25520000.457763672,42150001.525878906,132179992.67578125,62630001.068115234,70239997.86376953,2039999.9618530273,11270000.457763672,22520000.457763672
France,FRA,2018,74319999.69482422,-61979999.54223633,14779999.732971191,24350000.381469727,41310001.373291016,129240005.49316406,59380001.068115234,65959999.084472656,1970000.0286102295,11420000.076293945,23840000.15258789
France,FRA,2019,73550003.05175781,-61930000.30517578,14689999.5803833,23129999.1607666,39439998.626708984,128979995.72753906,56470001.220703125,64239997.86376953,2009999.9904632568,11529999.732971191,23930000.30517578
Gabon,GAB,1990,430000.0071525574,3650000.0953674316,100000.00149011612,50000.00074505806,150000.00596046448,330000.01311302185,310000.0023841858,330000.01311302185,8510000.228881836,29999.999329447746,280000.0011920929
Gabon,GAB,1991,439999.9976158142,3650000.0953674316,100000.00149011612,59999.99865889549,209999.99344348907,400000.0059604645,319999.9928474426,360000.01430511475,9329999.923706055,39999.99910593033,259999.99046325684
Gabon,GAB,1992,449999.98807907104,3650000.0953674316,100000.00149011612,70000.00029802322,289999.99165534973,379999.9952316284,310000.0023841858,360000.01430511475,9229999.542236328,29999.999329447746,860000.0143051147
Gabon,GAB,1993,449999.98807907104,3650000.0953674316,100000.00149011612,79999.99821186066,319999.9928474426,400000.0059604645,340000.0035762787,370000.0047683716,9439999.5803833,39999.99910593033,839999.9737739563
Gabon,GAB,1994,449999.98807907104,3650000.0953674316,109999.99940395355,90000.00357627869,430000.0071525574,319999.9928474426,259999.99046325684,400000.0059604645,10239999.771118164,19999.999552965164,699999.988079071
Gabon,GAB,1995,439999.9976158142,3650000.0953674316,170000.00178813934,109999.99940395355,460000.00834465027,349999.9940395355,330000.01311302185,419999.98688697815,11189999.5803833,19999.999552965164,639999.9856948853
Gabon,GAB,1996,349999.9940395355,3670000.0762939453,230000.00417232513,150000.00596046448,479999.98927116394,349999.9940395355,409999.9964237213,419999.98688697815,12020000.457763672,19999.999552965164,579999.9833106995
Gabon,GAB,1997,379999.9952316284,3640000.104904175,289999.99165534973,189999.9976158142,529999.9713897705,389999.98569488525,419999.98688697815,430000.0071525574,11600000.381469727,29999.999329447746,699999.988079071
Gabon,GAB,1998,379999.9952316284,3640000.104904175,349999.9940395355,219999.9988079071,540000.0214576721,419999.98688697815,490000.00953674316,430000.0071525574,12489999.771118164,29999.999329447746,740000.0095367432
Gabon,GAB,1999,389999.98569488525,3690000.057220459,409999.9964237213,239999.99463558197,500000,400000.0059604645,460000.00834465027,430000.0071525574,11479999.542236328,29999.999329447746,759999.9904632568
Gabon,GAB,2000,370000.0047683716,3680000.066757202,469999.9988079071,280000.0011920929,540000.0214576721,330000.01311302185,449999.98807907104,419999.98688697815,11000000,19999.999552965164,850000.0238418579
Gabon,GAB,2001,349999.9940395355,3150000.0953674316,479999.98927116394,310000.0023841858,550000.011920929,370000.0047683716,419999.98688697815,419999.98688697815,11060000.4196167,19999.999552965164,850000.0238418579
Gabon,GAB,2002,400000.0059604645,3170000.0762939453,500000,319999.9928474426,389999.98569488525,400000.0059604645,460000.00834465027,449999.98807907104,10430000.305175781,19999.999552965164,889999.9856948853
Gabon,GAB,2003,439999.9976158142,3200000.047683716,509999.99046325684,340000.0035762787,419999.98688697815,360000.01430511475,509999.99046325684,449999.98807907104,11510000.228881836,19999.999552965164,860000.0143051147
Gabon,GAB,2004,519999.9809265137,3279999.9713897705,519999.9809265137,349999.9940395355,439999.9976158142,379999.9952316284,529999.9713897705,460000.00834465027,10909999.84741211,19999.999552965164,850000.0238418579
Gabon,GAB,2005,449999.98807907104,3240000.009536743,529999.9713897705,360000.01430511475,670000.0166893005,379999.9952316284,629999.9952316284,479999.98927116394,10350000.381469727,19999.999552965164,829999.9833106995
Gabon,GAB,2006,519999.9809265137,3230000.0190734863,550000.011920929,409999.9964237213,779999.9713897705,379999.9952316284,610000.0143051147,490000.00953674316,8909999.84741211,19999.999552965164,769999.9809265137
Gabon,GAB,2007,509999.99046325684,3220000.0286102295,560000.0023841858,439999.9976158142,699999.988079071,430000.0071525574,769999.9809265137,519999.9809265137,8029999.732971191,29999.999329447746,790000.0214576721
Gabon,GAB,2008,589999.9737739563,3240000.009536743,579999.9833106995,490000.00953674316,879999.9952316284,439999.9976158142,680000.0071525574,519999.9809265137,8470000.267028809,29999.999329447746,779999.9713897705
Gabon,GAB,2009,469999.9988079071,3220000.0286102295,589999.9737739563,540000.0214576721,990000.0095367432,419999.98688697815,680000.0071525574,540000.0214576721,8119999.885559082,29999.999329447746,779999.9713897705
Gabon,GAB,2010,500000,3220000.0286102295,600000.0238418579,579999.9833106995,1159999.966621399,649999.9761581421,800000.011920929,629999.9952316284,8300000.190734863,39999.99910593033,889999.9856948853
Gabon,GAB,2011,569999.9928474426,6510000.228881836,620000.0047683716,680000.0071525574,1190000.057220459,740000.0095367432,889999.9856948853,660000.0262260437,7849999.904632568,50000.00074505806,850000.0238418579
Gabon,GAB,2012,560000.0023841858,6469999.79019165,629999.9952316284,759999.9904632568,1220000.0286102295,769999.9809265137,920000.0166893005,689999.9976158142,7280000.20980835,50000.00074505806,759999.9904632568
Gabon,GAB,2013,589999.9737739563,6489999.771118164,649999.9761581421,839999.9737739563,1460000.0381469727,870000.0047683716,829999.9833106995,720000.0286102295,7079999.923706055,50000.00074505806,759999.9904632568
Gabon,GAB,2014,500000,6469999.79019165,660000.0262260437,939999.9976158142,1409999.966621399,850000.0238418579,860000.0143051147,720000.0286102295,7449999.809265137,50000.00074505806,759999.9904632568
Gabon,GAB,2015,529999.9713897705,6489999.771118164,680000.0071525574,1039999.9618530273,1389999.9856948853,829999.9833106995,920000.0166893005,730000.0190734863,7730000.019073486,50000.00074505806,790000.0214576721
Gabon,GAB,2016,560000.0023841858,6489999.771118164,699999.988079071,1210000.0381469727,1470000.0286102295,879999.9952316284,1009999.9904632568,740000.0095367432,7679999.828338623,50000.00074505806,800000.011920929
Gabon,GAB,2017,610000.0143051147,6500000,709999.9785423279,1320000.0524520874,709999.9785423279,209999.99344348907,1610000.0143051147,620000.0047683716,7059999.942779541,9999.999776482582,509999.99046325684
Gabon,GAB,2018,509999.99046325684,6500000,730000.0190734863,1490000.0095367432,709999.9785423279,200000.00298023224,1559999.942779541,620000.0047683716,6559999.942779541,9999.999776482582,519999.9809265137
Gabon,GAB,2019,620000.0047683716,6510000.228881836,740000.0095367432,1600000.023841858,709999.9785423279,200000.00298023224,1529999.9713897705,620000.0047683716,7130000.114440918,9999.999776482582,540000.0214576721
Gambia,GMB,1990,769999.9809265137,759999.9904632568,3319999.933242798,0,0,79999.99821186066,59999.99865889549,0,0,59999.99865889549,19999.999552965164
Gambia,GMB,1991,790000.0214576721,759999.9904632568,3450000.047683716,0,0,79999.99821186066,59999.99865889549,0,0,59999.99865889549,19999.999552965164
Gambia,GMB,1992,779999.9713897705,759999.9904632568,3579999.9237060547,0,0,79999.99821186066,59999.99865889549,0,0,59999.99865889549,19999.999552965164
Gambia,GMB,1993,759999.9904632568,759999.9904632568,3700000.047683716,0,0,79999.99821186066,59999.99865889549,0,0,59999.99865889549,19999.999552965164
Gambia,GMB,1994,790000.0214576721,759999.9904632568,3200000.047683716,0,0,79999.99821186066,59999.99865889549,0,0,59999.99865889549,19999.999552965164
Gambia,GMB,1995,810000.0023841858,759999.9904632568,2700000.047683716,0,0,79999.99821186066,59999.99865889549,0,0,70000.00029802322,19999.999552965164
Gambia,GMB,1996,839999.9737739563,689999.9976158142,2200000.047683716,200000.00298023224,0,79999.99821186066,59999.99865889549,0,0,70000.00029802322,19999.999552965164
Gambia,GMB,1997,779999.9713897705,709999.9785423279,1700000.0476837158,400000.0059604645,0,90000.00357627869,70000.00029802322,0,0,70000.00029802322,19999.999552965164
Gambia,GMB,1998,819999.9928474426,680000.0071525574,1210000.0381469727,600000.0238418579,0,90000.00357627869,79999.99821186066,0,0,70000.00029802322,29999.999329447746
Gambia,GMB,1999,790000.0214576721,930000.0071525574,709999.9785423279,800000.011920929,0,90000.00357627869,79999.99821186066,0,0,79999.99821186066,29999.999329447746
Gambia,GMB,2000,839999.9737739563,839999.9737739563,209999.99344348907,1000000,0,90000.00357627869,79999.99821186066,0,0,70000.00029802322,29999.999329447746
Gambia,GMB,2001,750000,529999.9713897705,209999.99344348907,800000.011920929,0,109999.99940395355,119999.99731779099,0,0,70000.00029802322,29999.999329447746
Gambia,GMB,2002,720000.0286102295,529999.9713897705,219999.9988079071,610000.0143051147,0,119999.99731779099,119999.99731779099,0,0,59999.99865889549,29999.999329447746
Gambia,GMB,2003,810000.0023841858,529999.9713897705,230000.00417232513,409999.9964237213,0,119999.99731779099,129999.99523162842,0,0,50000.00074505806,29999.999329447746
Gambia,GMB,2004,889999.9856948853,529999.9713897705,239999.99463558197,219999.9988079071,0,119999.99731779099,140000.00059604645,0,0,50000.00074505806,29999.999329447746
Gambia,GMB,2005,930000.0071525574,529999.9713897705,239999.99463558197,19999.999552965164,0,119999.99731779099,159999.9964237213,0,0,50000.00074505806,29999.999329447746
Gambia,GMB,2006,980000.0190734863,529999.9713897705,250000,29999.999329447746,9999.999776482582,119999.99731779099,180000.00715255737,0,0,59999.99865889549,29999.999329447746
Gambia,GMB,2007,959999.9785423279,529999.9713897705,259999.99046325684,29999.999329447746,9999.999776482582,159999.9964237213,180000.00715255737,0,0,59999.99865889549,50000.00074505806
Gambia,GMB,2008,1070000.0524520874,529999.9713897705,270000.01072883606,39999.99910593033,9999.999776482582,159999.9964237213,200000.00298023224,0,0,59999.99865889549,50000.00074505806
Gambia,GMB,2009,1360000.0143051147,529999.9713897705,280000.0011920929,39999.99910593033,9999.999776482582,219999.9988079071,189999.9976158142,0,0,70000.00029802322,59999.99865889549
Gambia,GMB,2010,1440000.057220459,529999.9713897705,289999.99165534973,39999.99910593033,79999.99821186066,70000.00029802322,209999.99344348907,0,0,79999.99821186066,50000.00074505806
Gambia,GMB,2011,1100000.023841858,529999.9713897705,300000.01192092896,50000.00074505806,79999.99821186066,70000.00029802322,219999.9988079071,0,0,79999.99821186066,70000.00029802322
Gambia,GMB,2012,1149999.976158142,529999.9713897705,310000.0023841858,59999.99865889549,100000.00149011612,70000.00029802322,230000.00417232513,0,0,70000.00029802322,50000.00074505806
Gambia,GMB,2013,1220000.0286102295,529999.9713897705,319999.9928474426,70000.00029802322,79999.99821186066,70000.00029802322,230000.00417232513,0,0,59999.99865889549,70000.00029802322
Gambia,GMB,2014,1269999.9809265137,529999.9713897705,330000.01311302185,79999.99821186066,129999.99523162842,79999.99821186066,219999.9988079071,0,0,79999.99821186066,39999.99910593033
Gambia,GMB,2015,1389999.9856948853,529999.9713897705,340000.0035762787,90000.00357627869,140000.00059604645,79999.99821186066,239999.99463558197,0,0,70000.00029802322,39999.99910593033
Gambia,GMB,2016,1259999.9904632568,529999.9713897705,349999.9940395355,100000.00149011612,140000.00059604645,79999.99821186066,250000,0,0,59999.99865889549,50000.00074505806
Gambia,GMB,2017,1259999.9904632568,529999.9713897705,360000.01430511475,109999.99940395355,140000.00059604645,79999.99821186066,259999.99046325684,0,0,59999.99865889549,50000.00074505806
Gambia,GMB,2018,1090000.033378601,529999.9713897705,379999.9952316284,119999.99731779099,140000.00059604645,79999.99821186066,259999.99046325684,0,0,59999.99865889549,50000.00074505806
Gambia,GMB,2019,1250000,529999.9713897705,389999.98569488525,129999.99523162842,150000.00596046448,90000.00357627869,280000.0011920929,0,0,70000.00029802322,50000.00074505806
Georgia,GEO,1990,3089999.9141693115,-18360000.610351562,4980000.019073486,660000.0262260437,7420000.076293945,3819999.933242798,17159999.84741211,4909999.847412109,7150000.095367432,540000.0214576721,610000.0143051147
Georgia,GEO,1991,2980000.0190734863,-18360000.610351562,4630000.114440918,569999.9928474426,6820000.171661377,2890000.104904175,11090000.15258789,4059999.942779541,6289999.961853027,970000.0286102295,990000.0095367432
Georgia,GEO,1992,2680000.066757202,-18260000.228881836,3640000.104904175,680000.0071525574,4050000.1907348633,2390000.104904175,8840000.15258789,4309999.942779541,5420000.076293945,649999.9761581421,790000.0214576721
Georgia,GEO,1993,2349999.9046325684,-18260000.228881836,3259999.990463257,509999.99046325684,3140000.104904175,2049999.9523162842,6130000.114440918,4610000.133514404,4550000.190734863,529999.9713897705,579999.9833106995
Georgia,GEO,1994,2150000.0953674316,-18260000.228881836,3200000.047683716,340000.0035762787,2150000.0953674316,1519999.9809265137,4539999.961853027,1919999.9570846558,3690000.057220459,469999.9988079071,360000.01430511475
Georgia,GEO,1995,2150000.0953674316,-18260000.228881836,3220000.0286102295,259999.99046325684,920000.0166893005,1070000.0524520874,5389999.866485596,720000.0286102295,2819999.933242798,349999.9940395355,170000.00178813934
Georgia,GEO,1996,2220000.0286102295,-18260000.228881836,3259999.990463257,319999.9928474426,1220000.0286102295,2609999.895095825,1590000.033378601,850000.0238418579,2829999.9237060547,509999.99046325684,239999.99463558197
Georgia,GEO,1997,2279999.9713897705,-18260000.228881836,3250000,379999.9952316284,949999.988079071,1950000.0476837158,1490000.0095367432,1110000.0143051147,2829999.9237060547,330000.01311302185,209999.99344348907
Georgia,GEO,1998,2299999.952316284,-18260000.228881836,3250000,479999.98927116394,769999.9809265137,1289999.9618530273,1570000.0524520874,1250000,2829999.9237060547,319999.9928474426,300000.01192092896
Georgia,GEO,1999,2470000.0286102295,-18260000.228881836,3259999.990463257,600000.0238418579,649999.9761581421,1159999.966621399,1429999.9475479126,1120000.0047683716,2829999.9237060547,310000.0023841858,250000
Georgia,GEO,2000,2569999.933242798,-18270000.457763672,3269999.9809265137,670000.0166893005,660000.0262260437,980000.0190734863,1679999.9475479126,1370000.0047683716,2839999.9141693115,200000.00298023224,50000.00074505806
Georgia,GEO,2001,2529999.9713897705,-3519999.9809265137,3250000,509999.99046325684,340000.0035762787,1190000.057220459,1129999.9952316284,879999.9952316284,1850000.023841858,100000.00149011612,39999.99910593033
Georgia,GEO,2002,2569999.933242798,-3509999.990463257,3250000,519999.9809265137,270000.01072883606,1250000,759999.9904632568,699999.988079071,1799999.9523162842,109999.99940395355,70000.00029802322
Georgia,GEO,2003,2579999.9237060547,-3509999.990463257,3250000,529999.9713897705,360000.01430511475,1279999.9713897705,839999.9737739563,720000.0286102295,2109999.895095825,90000.00357627869,79999.99821186066
Georgia,GEO,2004,2539999.9618530273,-3509999.990463257,3250000,720000.0286102295,270000.01072883606,1240000.0095367432,1059999.942779541,779999.9713897705,1850000.023841858,129999.99523162842,109999.99940395355
Georgia,GEO,2005,2630000.114440918,-3509999.990463257,3259999.990463257,819999.9928474426,300000.01192092896,1559999.942779541,1259999.9904632568,829999.9833106995,1429999.9475479126,300000.01192092896,109999.99940395355
Georgia,GEO,2006,2420000.0762939453,-3509999.990463257,3269999.9809265137,910000.0262260437,430000.0071525574,1620000.0047683716,1539999.9618530273,800000.011920929,1429999.9475479126,319999.9928474426,109999.99940395355
Georgia,GEO,2007,2240000.009536743,-3519999.9809265137,3269999.9809265137,959999.9785423279,490000.00953674316,2119999.885559082,1779999.9713897705,889999.9856948853,1379999.9952316284,389999.98569488525,150000.00596046448
Georgia,GEO,2008,2140000.104904175,-3509999.990463257,3259999.990463257,1009999.9904632568,629999.9952316284,1789999.9618530273,990000.0095367432,1009999.9904632568,1330000.0429153442,439999.9976158142,119999.99731779099
Georgia,GEO,2009,2099999.9046325684,-3519999.9809265137,3250000,1220000.0286102295,639999.9856948853,2230000.0190734863,1350000.023841858,1049999.9523162842,1279999.9713897705,230000.00417232513,119999.99731779099
Georgia,GEO,2010,2119999.885559082,-3500000,3250000,1269999.9809265137,579999.9833106995,2319999.933242798,1000000,1080000.0429153442,1240000.0095367432,209999.99344348907,119999.99731779099
Georgia,GEO,2011,2339999.9141693115,0,3240000.009536743,1549999.9523162842,1029999.9713897705,2369999.885559082,1210000.0381469727,1169999.9570846558,1190000.057220459,340000.0035762787,109999.99940395355
Georgia,GEO,2012,2569999.933242798,0,3230000.0190734863,1600000.023841858,1090000.033378601,2519999.9809265137,1330000.0429153442,1470000.0286102295,1139999.9856948853,400000.0059604645,109999.99940395355
Georgia,GEO,2013,2730000.0190734863,9999.999776482582,3230000.0190734863,1669999.9570846558,1730000.0190734863,3170000.0762939453,980000.0190734863,1600000.023841858,1090000.033378601,29999.999329447746,259999.99046325684
Georgia,GEO,2014,2710000.0381469727,0,3220000.0286102295,1710000.0381469727,1629999.9952316284,3539999.9618530273,1110000.0143051147,1830000.0429153442,1039999.9618530273,29999.999329447746,250000
Georgia,GEO,2015,2329999.9237060547,9999.999776482582,3210000.0381469727,1799999.9523162842,1649999.976158142,3890000.104904175,1259999.9904632568,1960000.0381469727,1000000,39999.99910593033,209999.99344348907
Georgia,GEO,2016,2349999.9046325684,0,3210000.0381469727,1809999.942779541,1559999.942779541,4420000.076293945,1070000.0524520874,2140000.104904175,970000.0286102295,59999.99865889549,219999.9988079071
Georgia,GEO,2017,2210000.0381469727,0,3210000.0381469727,1899999.976158142,1710000.0381469727,3980000.0190734863,1100000.023841858,2349999.9046325684,930000.0071525574,70000.00029802322,289999.99165534973
Georgia,GEO,2018,2130000.114440918,0,3200000.047683716,1909999.966621399,1799999.9523162842,3869999.885559082,1009999.9904632568,2259999.990463257,899999.9761581421,50000.00074505806,319999.9928474426
Georgia,GEO,2019,2089999.9141693115,39999.99910593033,3200000.047683716,1909999.966621399,1580000.0429153442,4010000.228881836,1350000.023841858,2529999.9713897705,870000.0047683716,50000.00074505806,319999.9928474426
Germany,DEU,1990,86379997.25341797,-50930000.30517578,38310001.373291016,46450000.76293945,156779998.77929688,163210006.7138672,413559997.55859375,202070007.32421875,4889999.866485596,16440000.534057617,21450000.762939453
Germany,DEU,1991,81360000.61035156,-50930000.30517578,39659999.84741211,44900001.525878906,134080001.83105469,166149993.89648438,411109985.3515625,198949996.9482422,6199999.809265137,18350000.381469727,19500000
